
2025-02-17T00:18:22.739870,illojuan,cuackkz,AAAA
2025-02-17T00:18:22.739968,illojuan,yaques04,D:
2025-02-17T00:18:22.769577,xqc,daresdarrell,Classic
2025-02-17T00:18:22.792805,xqc,kill5witch_,Aware
2025-02-17T00:18:22.815938,rainbow6,axstroblitxx,score?
2025-02-17T00:18:22.839104,xqc,shadowindex,Aware 󠀀
2025-02-17T00:18:22.839194,xqc,luckystar20k,Aware Taiwan's Buzz... 󠀀
2025-02-17T00:18:22.862169,xqc,theekingboo,Pointless
2025-02-17T00:18:22.862256,cdnthe3rd,retroexplorer,@GrandpaClamps :) ha
2025-02-17T00:18:22.895650,a_seagull,banesunwashedteeth,OOOO
2025-02-17T00:18:22.931364,gronkh,milchtortellini,Meine Güte....sogar der Vater war ne Lüge
2025-02-17T00:18:22.959451,ludwig,amultitudeofmangos,wizz looks like… he might exploded
2025-02-17T00:18:22.982618,loltyler1,well_pleb,ALERT BLUNDER
2025-02-17T00:18:23.005929,ludwig,godzillaa_,JUAN DEBIEDMA CURSE OF RA 𓀀 𓀁 𓀂 𓀃 𓀄 𓀅 𓀆 𓀇 𓀈 𓀉 𓀊 𓀋 𓀌 𓀍 𓀎 𓀏 𓀐 𓀑 𓀒 𓀓 𓀔 𓀕 𓀖 𓀗 𓀘 𓀙 𓀚 𓀛 𓀜 𓀝 𓀞 𓀟 𓀠 𓀡 𓀢 𓀣 𓀤 𓀥 𓀦 𓀧 𓀨 𓀩 𓀪 𓀫 𓀬 𓀭 𓀮 𓀯 𓀰 𓀱 𓀲 𓀳 𓀴 𓀵 𓀶 𓀷 𓀸 𓀹 𓀺 𓀻 𓀼 𓀽
2025-02-17T00:18:23.029432,xqc,krilosrs,LUCKY LOU LOL @XQC LUCKY LOU LOL @XQC LUCKY LOU LOL @XQC LUCKY LOU LOL @XQC LUCKY LOU LOL @XQC LUCKY LOU LOL @XQC
2025-02-17T00:18:23.029556,loltyler1,wickednafi,om
2025-02-17T00:18:23.078362,cohhcarnage,thingkin,@eugsterjosh BasedGod
2025-02-17T00:18:23.101695,illojuan,venekoconhambre,IWASHERE
2025-02-17T00:18:23.133458,illojuan,xeonore,MADGE KITAAAAA
2025-02-17T00:18:23.156583,xqc,br4nnon,"Aware chat, 24H2 downloaded while i was away.. Aware"
2025-02-17T00:18:23.156662,greekgodx,dezsu,you fought rats good job
2025-02-17T00:18:23.179781,xqc,blendoiuu,search Sausage Party
2025-02-17T00:18:23.202851,xqc,koboaba789,Pointless
2025-02-17T00:18:23.225999,fortnite,diegor4ygz,WutFace
2025-02-17T00:18:23.226087,loltyler1,nakb0m,BLUNDER
2025-02-17T00:18:23.250237,sodapoppin,sommmer,fuh test
2025-02-17T00:18:23.273325,cohhcarnage,syriosone,can we get kai back on there LUL
2025-02-17T00:18:23.296685,illojuan,deerdevil0ne,que rudo
2025-02-17T00:18:23.319846,illojuan,alejandro_yg,AAAA
2025-02-17T00:18:23.343081,xqc,nateyv_,Pointless
2025-02-17T00:18:23.366116,illojuan,catalinalst,D:
2025-02-17T00:18:23.366212,xqc,vanillaloveschocola,xQxi
2025-02-17T00:18:23.474171,xqc,kresos007,Aware Same
2025-02-17T00:18:23.582657,xqc,faded_magikrap,Aware
2025-02-17T00:18:23.676750,cohhcarnage,mr_pennywise_,@CohhCarnage look at the croud
2025-02-17T00:18:23.699899,xqc,actualgustavo,Pointless
2025-02-17T00:18:23.723124,illojuan,subzero46864,D:
2025-02-17T00:18:23.746286,xqc,whoneedsamac,watch woody being repaired
2025-02-17T00:18:23.746375,illojuan,chayaneoficial,D: grosero
2025-02-17T00:18:23.769500,xqc,coolwhitet,Listening
2025-02-17T00:18:23.769596,gotaga,kniveus,Type 0 il spawn deep dark aussi normalement
2025-02-17T00:18:23.797657,xqc,jigachad_holy,crunch
2025-02-17T00:18:23.832596,a_seagull,mj_s4vage,LMAOOO WELP
2025-02-17T00:18:23.856808,fortnite,k1ngisgo,@xFelix35 NO
2025-02-17T00:18:23.856904,xqc,darthcosmo24,LOL
2025-02-17T00:18:23.883621,loltyler1,amaizensosuke,MISS
2025-02-17T00:18:23.921342,xqc,xstoned420,eww
2025-02-17T00:18:23.951959,cellbit,zero_oais,referencia a cicada 3301
2025-02-17T00:18:23.975198,xqc,zelhu,TAIWAN #1 xQxi
2025-02-17T00:18:23.998465,xqc,kou134,TrollAware
2025-02-17T00:18:23.998584,rocketleague,cetheld,i pray for game 7 here cuz more watchtime
2025-02-17T00:18:24.046230,illojuan,joannet_05,AAAA
2025-02-17T00:18:24.069341,rainbow6,kyrotan,DinoDance =BDS r6eAce =FAZER
2025-02-17T00:18:24.110904,loltyler1,rudi37_,Dentge
2025-02-17T00:18:24.164860,summit1g,itsbraddd,anyone watching the daytona 500
2025-02-17T00:18:24.231633,loltyler1,x_casey,coulda been UUUUGE
2025-02-17T00:18:24.306721,illojuan,rosaliaporro,que groseo juan.. 💔
2025-02-17T00:18:24.330022,illojuan,juanki11er,D:
2025-02-17T00:18:24.358171,loltyler1,sosoomad,YEP
2025-02-17T00:18:24.389001,cohhcarnage,suzunahara,@Carlitoskhon cohhL cohhHug
2025-02-17T00:18:24.412262,xqc,notclusta,put your foot down xqc
2025-02-17T00:18:24.443624,loltyler1,cs2983,tyler1IQ tyler1IQ tyler1IQ tyler1IQ tyler1IQ tyler1IQ tyler1IQ
2025-02-17T00:18:24.466680,fortnite,veckbm,WHAT
2025-02-17T00:18:24.492955,gamesdonequick,baronkaiser74,LUL LUL LUL
2025-02-17T00:18:24.516245,xqc,bighoolai,Life
2025-02-17T00:18:24.516331,xqc,djsweep,so your tryna make me sad sadge
2025-02-17T00:18:24.590938,loltyler1,loaph365,You had him fucked YEP
2025-02-17T00:18:24.614083,xqc,ahhhhhe2,bro wtf
2025-02-17T00:18:24.614186,illojuan,facumagma,AAAA
2025-02-17T00:18:24.614266,xqc,vanthemanfromnam,ThatsEnough
2025-02-17T00:18:24.637285,xqc,moenysoulja,ThatsEnough  󠀀
2025-02-17T00:18:24.660326,xqc,wabobaw,u abandoned them Uware
2025-02-17T00:18:24.683390,xqc,hanuwaa,Listening
2025-02-17T00:18:24.716564,alinity,crownic,LOL
2025-02-17T00:18:24.821613,trick2g,bossthelevel,Now you're just lying
2025-02-17T00:18:24.844672,a_seagull,fiyingk,xdd
2025-02-17T00:18:24.867828,illojuan,kaijo_u,D: es mi tio
2025-02-17T00:18:24.867925,fortnite,angi_17_l,"dejen de decir q pollo es de México, ni siquiera sabe español, solo dice q es de México para vistas"
2025-02-17T00:18:24.930640,illojuan,flowpeez,vaya bodyblock
2025-02-17T00:18:24.953823,xqc,etreans,Cinema
2025-02-17T00:18:24.953925,xqc,rehpto,Pointless
2025-02-17T00:18:25.001978,skipnho,pandaasx,burgao de franja emo
2025-02-17T00:18:25.030576,xqc,bloodygraves,YOU’RE JUST A TOY!
2025-02-17T00:18:25.053613,illojuan,blackalez,AAAA
2025-02-17T00:18:25.053700,loltyler1,franmax3000,OH
2025-02-17T00:18:25.200088,rainbow6,rinjette,: Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance   Lets Go BDS  DinoDance
2025-02-17T00:18:25.508959,gotaga,inos84_,Type 0 END oui
2025-02-17T00:18:25.586513,loltyler1,juliashepp,Dentge
2025-02-17T00:18:25.609621,xqc,ixrunaway,donttt
2025-02-17T00:18:25.632696,loltyler1,robco_robert_edwin_house,5Head
2025-02-17T00:18:25.664804,swiftor,zerohands2feet,yarrSip
2025-02-17T00:18:25.735363,xqc,paids,SAJ this is actually so sad
2025-02-17T00:18:25.760600,gronkh,xadnira,Die Frau hat absolut nen schaden
2025-02-17T00:18:25.784891,alinity,anaconda3_420,this guy
2025-02-17T00:18:25.807949,cohhcarnage,crackedcrow,modCheck clapping
2025-02-17T00:18:25.831103,xqc,luka873,Pointless
